"REGIONE";"PROVINCIA";"NUM_REFERENDUM";"QUESITO";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"NUMVOTISI";"NUMVOTINO";"SKBIANCHE"
"CALABRIA";"REGGIO CALABRIA";"6";"Incarichi extragiudiziari dei magistrati";513978;249037;"92002";"48899";"60466";14033;"11897"
"CALABRIA";"REGGIO CALABRIA";"7";"Ministero per le politiche agricole";513978;249037;"91264";"48476";"43542";30254;"12602"
"CALABRIA";"REGGIO CALABRIA";"3";"Caccia";513978;249037;"91731";"48745";"58601";18950;"9048"
"EMILIA-ROMAGNA";"REGGIO EMILIA";"2";"Obiezione di coscienza";368192;177122;"102745";"52603";"68364";25934;"6623"
"EMILIA-ROMAGNA";"REGGIO EMILIA";"7";"Ministero per le politiche agricole";368192;177122;"101610";"51985";"58413";31383;"9488"
"EMILIA-ROMAGNA";"REGGIO EMILIA";"6";"Incarichi extragiudiziari dei magistrati";368192;177122;"102220";"52369";"79057";12271;"8671"
"EMILIA-ROMAGNA";"REGGIO EMILIA";"5";"Ordine dei giornalisti";368192;177122;"101494";"51961";"57088";30949;"10991"
"EMILIA-ROMAGNA";"REGGIO EMILIA";"3";"Caccia";368192;177122;"102363";"52359";"76409";18601;"5615"
"EMILIA-ROMAGNA";"REGGIO EMILIA";"1";"Privatizzazione";368192;177122;"101928";"52211";"64479";25552;"9476"
"EMILIA-ROMAGNA";"REGGIO EMILIA";"4";"Carriere dei magistrati";368192;177122;"101999";"52257";"76419";13619;"9591"
"LAZIO";"RIETI";"4";"Carriere dei magistrati";125308;60317;"39069";"19964";"26033";6381;"4424"
"LAZIO";"RIETI";"5";"Ordine dei giornalisti";125308;60317;"38939";"19877";"20138";11830;"4791"
"LAZIO";"RIETI";"1";"Privatizzazione";125308;60317;"39003";"19914";"21702";10555;"4638"
"LAZIO";"RIETI";"2";"Obiezione di coscienza";125308;60317;"39158";"19986";"22214";11060;"3899"
"LAZIO";"RIETI";"6";"Incarichi extragiudiziari dei magistrati";125308;60317;"39128";"19975";"27048";5796;"4186"
"LAZIO";"RIETI";"7";"Ministero per le politiche agricole";125308;60317;"38801";"19806";"18418";14006;"4299"
"LAZIO";"RIETI";"3";"Caccia";125308;60317;"38992";"19895";"26230";8233;"2903"
"LAZIO";"ROMA";"6";"Incarichi extragiudiziari dei magistrati";3215950;1533304;"1064896";"536246";"825511";158295;"49760"
"LAZIO";"ROMA";"7";"Ministero per le politiche agricole";3215950;1533304;"1055696";"530941";"555028";406649;"59084"
"LAZIO";"ROMA";"5";"Ordine dei giornalisti";3215950;1533304;"1054532";"530477";"599605";361197;"59909"
"LAZIO";"ROMA";"4";"Carriere dei magistrati";3215950;1533304;"1058526";"532514";"782325";184178;"57457"
"LAZIO";"ROMA";"3";"Caccia";3215950;1533304;"1068753";"537328";"820329";191196;"32652"
"LAZIO";"ROMA";"2";"Obiezione di coscienza";3215950;1533304;"1071897";"538981";"669284";333263;"42729"
"LAZIO";"ROMA";"1";"Privatizzazione";3215950;1533304;"1065832";"536267";"634561";338072;"57836"
"VENETO";"ROVIGO";"7";"Ministero per le politiche agricole";211472;101088;"84178";"42663";"49111";22253;"9944"
"VENETO";"ROVIGO";"2";"Obiezione di coscienza";211472;101088;"84533";"42880";"52865";21133;"8036"
"VENETO";"ROVIGO";"3";"Caccia";211472;101088;"84558";"42831";"60445";15067;"6620"
"VENETO";"ROVIGO";"4";"Carriere dei magistrati";211472;101088;"84424";"42812";"59751";11350;"9913"
"VENETO";"ROVIGO";"5";"Ordine dei giornalisti";211472;101088;"84195";"42689";"46795";23203;"10765"
"VENETO";"ROVIGO";"6";"Incarichi extragiudiziari dei magistrati";211472;101088;"84506";"42883";"61734";10393;"9505"
"VENETO";"ROVIGO";"1";"Privatizzazione";211472;101088;"84356";"42777";"54687";16944;"9649"
"CAMPANIA";"SALERNO";"1";"Privatizzazione";900817;437919;"260420";"134197";"154953";61619;"32669"
"CAMPANIA";"SALERNO";"4";"Carriere dei magistrati";900817;437919;"260731";"134394";"174346";43411;"32266"
"CAMPANIA";"SALERNO";"7";"Ministero per le politiche agricole";900817;437919;"260239";"133989";"135515";82093;"31808"
"CAMPANIA";"SALERNO";"6";"Incarichi extragiudiziari dei magistrati";900817;437919;"260856";"134507";"180997";38733;"30939"
"CAMPANIA";"SALERNO";"3";"Caccia";900817;437919;"260897";"134491";"183911";45004;"22816"
"CAMPANIA";"SALERNO";"2";"Obiezione di coscienza";900817;437919;"260850";"134474";"159431";63227;"28537"
"CAMPANIA";"SALERNO";"5";"Ordine dei giornalisti";900817;437919;"260336";"134166";"139207";76531;"33712"
"SARDEGNA";"SASSARI";"1";"Privatizzazione";390826;191857;"98979";"49542";"63062";22283;"9580"
"SARDEGNA";"SASSARI";"2";"Obiezione di coscienza";390826;191857;"99099";"49387";"63243";24887;"7519"
"SARDEGNA";"SASSARI";"3";"Caccia";390826;191857;"99224";"49531";"71885";19096;"5315"
"SARDEGNA";"SASSARI";"4";"Carriere dei magistrati";390826;191857;"98235";"48703";"66633";15705;"8957"
"SARDEGNA";"SASSARI";"5";"Ordine dei giornalisti";390826;191857;"98637";"49151";"55036";29919;"9987"
"SARDEGNA";"SASSARI";"6";"Incarichi extragiudiziari dei magistrati";390826;191857;"98991";"49370";"73896";13590;"8178"
"SARDEGNA";"SASSARI";"7";"Ministero per le politiche agricole";390826;191857;"98690";"49105";"55061";30714;"9237"
"LIGURIA";"SAVONA";"2";"Obiezione di coscienza";251634;118263;"87780";"43036";"58405";20807;"5635"
"LIGURIA";"SAVONA";"1";"Privatizzazione";251634;118263;"87359";"42836";"58542";17626;"7609"
"LIGURIA";"SAVONA";"3";"Caccia";251634;118263;"87264";"42706";"65416";14655;"4514"
"LIGURIA";"SAVONA";"5";"Ordine dei giornalisti";251634;118263;"86959";"42610";"51105";23718;"8548"
"LIGURIA";"SAVONA";"6";"Incarichi extragiudiziari dei magistrati";251634;118263;"87531";"42931";"68552";9134;"6564"
"LIGURIA";"SAVONA";"7";"Ministero per le politiche agricole";251634;118263;"87058";"42657";"52994";23131;"7446"
"LIGURIA";"SAVONA";"4";"Carriere dei magistrati";251634;118263;"87415";"42863";"65947";10705;"7320"
"TOSCANA";"SIENA";"1";"Privatizzazione";216221;103224;"41871";"21722";"25547";10874;"4345"
"TOSCANA";"SIENA";"7";"Ministero per le politiche agricole";216221;103224;"41524";"21509";"21603";14577;"4265"
"TOSCANA";"SIENA";"6";"Incarichi extragiudiziari dei magistrati";216221;103224;"42147";"21883";"32897";4656;"3003"
"TOSCANA";"SIENA";"5";"Ordine dei giornalisti";216221;103224;"41585";"21546";"22976";12737;"4792"
"TOSCANA";"SIENA";"4";"Carriere dei magistrati";216221;103224;"41979";"21786";"31376";5444;"4114"
"TOSCANA";"SIENA";"3";"Caccia";216221;103224;"41324";"21293";"28113";9673;"2686"
"TOSCANA";"SIENA";"2";"Obiezione di coscienza";216221;103224;"42552";"22062";"27218";11476;"2959"
"SICILIA";"SIRACUSA";"5";"Ordine dei giornalisti";347745;170651;"93183";"48809";"49918";28086;"9510"
"SICILIA";"SIRACUSA";"6";"Incarichi extragiudiziari dei magistrati";347745;170651;"93290";"48873";"65671";13448;"8647"
"SICILIA";"SIRACUSA";"4";"Carriere dei magistrati";347745;170651;"93265";"48849";"63270";15197;"9094"
"SICILIA";"SIRACUSA";"3";"Caccia";347745;170651;"93318";"48881";"67682";14843;"5988"
"SICILIA";"SIRACUSA";"2";"Obiezione di coscienza";347745;170651;"93277";"48859";"57797";22665;"7605"
"SICILIA";"SIRACUSA";"1";"Privatizzazione";347745;170651;"93193";"48814";"58127";20081;"9077"
"SICILIA";"SIRACUSA";"7";"Ministero per le politiche agricole";347745;170651;"93128";"48774";"50996";27437;"9045"
"LOMBARDIA";"SONDRIO";"5";"Ordine dei giornalisti";152792;74344;"40620";"20671";"23948";10814;"4378"
"LOMBARDIA";"SONDRIO";"6";"Incarichi extragiudiziari dei magistrati";152792;74344;"40863";"20808";"31992";4187;"3384"
"LOMBARDIA";"SONDRIO";"4";"Carriere dei magistrati";152792;74344;"40835";"20784";"31325";4582;"3569"
"LOMBARDIA";"SONDRIO";"3";"Caccia";152792;74344;"40689";"20749";"29398";7799;"2491"
"LOMBARDIA";"SONDRIO";"2";"Obiezione di coscienza";152792;74344;"40973";"20850";"27538";9424;"2832"
"LOMBARDIA";"SONDRIO";"1";"Privatizzazione";152792;74344;"40814";"20776";"28297";7406;"3691"
"LOMBARDIA";"SONDRIO";"7";"Ministero per le politiche agricole";152792;74344;"40706";"20722";"26414";9326;"3605"
"PUGLIA";"TARANTO";"7";"Ministero per le politiche agricole";483501;233661;"128527";"68189";"67406";40551;"14667"
"PUGLIA";"TARANTO";"6";"Incarichi extragiudiziari dei magistrati";483501;233661;"128738";"68322";"89515";18958;"14505"
"PUGLIA";"TARANTO";"5";"Ordine dei giornalisti";483501;233661;"128535";"68188";"67515";39076;"15914"
"PUGLIA";"TARANTO";"4";"Carriere dei magistrati";483501;233661;"128697";"68287";"86010";21733;"15081"
"PUGLIA";"TARANTO";"3";"Caccia";483501;233661;"128786";"68328";"93623";20835;"9418"
"PUGLIA";"TARANTO";"2";"Obiezione di coscienza";483501;233661;"128789";"68347";"76917";34024;"12388"
"PUGLIA";"TARANTO";"1";"Privatizzazione";483501;233661;"128577";"68224";"77101";30540;"14613"
"ABRUZZO";"TERAMO";"2";"Obiezione di coscienza";252346;123889;"79295";"40926";"49389";18220;"8131"
"ABRUZZO";"TERAMO";"1";"Privatizzazione";252346;123889;"79153";"40854";"48530";16517;"9673"
"ABRUZZO";"TERAMO";"3";"Caccia";252346;123889;"79207";"40868";"56486";13011;"6548"
"ABRUZZO";"TERAMO";"5";"Ordine dei giornalisti";252346;123889;"79118";"40802";"44008";20681;"10481"
"ABRUZZO";"TERAMO";"6";"Incarichi extragiudiziari dei magistrati";252346;123889;"79200";"40913";"55860";10250;"9375"
"ABRUZZO";"TERAMO";"7";"Ministero per le politiche agricole";252346;123889;"79040";"40779";"43155";22290;"9802"
"ABRUZZO";"TERAMO";"4";"Carriere dei magistrati";252346;123889;"79194";"40884";"53940";11581;"9831"
"UMBRIA";"TERNI";"5";"Ordine dei giornalisti";192574;92033;"40801";"20991";"22624";12469;"3949"
"UMBRIA";"TERNI";"1";"Privatizzazione";192574;92033;"40844";"20993";"24848";10580;"3694"
"UMBRIA";"TERNI";"2";"Obiezione di coscienza";192574;92033;"41302";"21257";"25702";11560;"2565"
"UMBRIA";"TERNI";"4";"Carriere dei magistrati";192574;92033;"41080";"21154";"30601";5406;"3304"
"UMBRIA";"TERNI";"6";"Incarichi extragiudiziari dei magistrati";192574;92033;"41179";"21197";"31982";4690;"2744"
"UMBRIA";"TERNI";"7";"Ministero per le politiche agricole";192574;92033;"40681";"20909";"20953";14495;"3641"
"UMBRIA";"TERNI";"3";"Caccia";192574;92033;"40483";"20722";"27196";9597;"2286"
"PIEMONTE";"TORINO";"3";"Caccia";1899998;912454;"664044";"333234";"518372";104247;"23830"
"PIEMONTE";"TORINO";"1";"Privatizzazione";1899998;912454;"659700";"331305";"443836";148714;"42866"
"PIEMONTE";"TORINO";"2";"Obiezione di coscienza";1899998;912454;"663956";"333261";"441828";172044;"30738"
"PIEMONTE";"TORINO";"7";"Ministero per le politiche agricole";1899998;912454;"657448";"329979";"410391";179638;"43434"
"PIEMONTE";"TORINO";"6";"Incarichi extragiudiziari dei magistrati";1899998;912454;"660734";"331858";"516573";82745;"38897"
"PIEMONTE";"TORINO";"5";"Ordine dei giornalisti";1899998;912454;"657569";"330123";"382652";201900;"48458"
"PIEMONTE";"TORINO";"4";"Carriere dei magistrati";1899998;912454;"659512";"331211";"497638";94390;"43234"
"SICILIA";"TRAPANI";"5";"Ordine dei giornalisti";373435;179906;"98823";"51909";"46220";28958;"17148"
"SICILIA";"TRAPANI";"2";"Obiezione di coscienza";373435;179906;"99001";"52030";"53633";24327;"14792"
"SICILIA";"TRAPANI";"3";"Caccia";373435;179906;"98932";"51979";"61266";19236;"12716"
"SICILIA";"TRAPANI";"4";"Carriere dei magistrati";373435;179906;"98993";"52028";"58556";17363;"16469"
"SICILIA";"TRAPANI";"7";"Ministero per le politiche agricole";373435;179906;"98794";"51894";"45753";30185;"16257"
"SICILIA";"TRAPANI";"6";"Incarichi extragiudiziari dei magistrati";373435;179906;"99029";"52038";"61036";15626;"15992"
"SICILIA";"TRAPANI";"1";"Privatizzazione";373435;179906;"98904";"51956";"54609";21028;"16340"
"TRENTINO A.A.";"TRENTO";"2";"Obiezione di coscienza";391246;188432;"143317";"71743";"96086";33944;"9519"
"TRENTINO A.A.";"TRENTO";"7";"Ministero per le politiche agricole";391246;188432;"141671";"70913";"88423";35630;"13318"
"TRENTINO A.A.";"TRENTO";"1";"Privatizzazione";391246;188432;"142113";"71168";"92681";30715;"13798"
"TRENTINO A.A.";"TRENTO";"5";"Ordine dei giornalisti";391246;188432;"141734";"70968";"82346";39565;"15095"
"TRENTINO A.A.";"TRENTO";"4";"Carriere dei magistrati";391246;188432;"142281";"71278";"108621";16224;"12916"
"TRENTINO A.A.";"TRENTO";"6";"Incarichi extragiudiziari dei magistrati";391246;188432;"142466";"71388";"111535";15071;"11738"
"TRENTINO A.A.";"TRENTO";"3";"Caccia";391246;188432;"143010";"71681";"110099";22558;"7123"
"VENETO";"TREVISO";"4";"Carriere dei magistrati";658385;318104;"255172";"128957";"201802";28283;"18400"
"VENETO";"TREVISO";"5";"Ordine dei giornalisti";658385;318104;"254132";"128321";"157451";67914;"21777"
"VENETO";"TREVISO";"6";"Incarichi extragiudiziari dei magistrati";658385;318104;"255219";"128987";"206479";25739;"16689"
"VENETO";"TREVISO";"3";"Caccia";658385;318104;"255826";"129135";"203004";38411;"9480"
"VENETO";"TREVISO";"2";"Obiezione di coscienza";658385;318104;"255966";"129245";"173447";63239;"13516"
"VENETO";"TREVISO";"1";"Privatizzazione";658385;318104;"255025";"128801";"185898";44392;"18081"
"VENETO";"TREVISO";"7";"Ministero per le politiche agricole";658385;318104;"254542";"128565";"174140";57774;"17175"
"FRIULI VENEZIA G.";"UDINE";"3";"Caccia";479819;230454;"147763";"74238";"111841";26945;"6555"
"FRIULI VENEZIA G.";"UDINE";"6";"Incarichi extragiudiziari dei magistrati";479819;230454;"147612";"74429";"119715";15262;"9607"
"FRIULI VENEZIA G.";"UDINE";"4";"Carriere dei magistrati";479819;230454;"147466";"74264";"116615";16838;"10719"
"FRIULI VENEZIA G.";"UDINE";"7";"Ministero per le politiche agricole";479819;230454;"146683";"73883";"97386";35522;"10669"
"FRIULI VENEZIA G.";"UDINE";"2";"Obiezione di coscienza";479819;230454;"147838";"74409";"97218";39849;"8328"
"FRIULI VENEZIA G.";"UDINE";"1";"Privatizzazione";479819;230454;"147160";"74051";"103671";29531;"10596"
"FRIULI VENEZIA G.";"UDINE";"5";"Ordine dei giornalisti";479819;230454;"146629";"73834";"87401";42825;"12774"
"LOMBARDIA";"VARESE";"7";"Ministero per le politiche agricole";683998;326675;"268183";"133255";"178867";64235;"17319"
"LOMBARDIA";"VARESE";"6";"Incarichi extragiudiziari dei magistrati";683998;326675;"269305";"133915";"216049";30722;"15151"
"LOMBARDIA";"VARESE";"5";"Ordine dei giornalisti";683998;326675;"267724";"133005";"160432";79534;"19710"
"LOMBARDIA";"VARESE";"4";"Carriere dei magistrati";683998;326675;"269089";"133790";"211643";33287;"16532"
"LOMBARDIA";"VARESE";"3";"Caccia";683998;326675;"268962";"133555";"207039";45092;"10878"
"LOMBARDIA";"VARESE";"1";"Privatizzazione";683998;326675;"269050";"133765";"194843";49838;"16412"
"LOMBARDIA";"VARESE";"2";"Obiezione di coscienza";683998;326675;"269787";"134092";"180969";69747;"12693"
"VENETO";"VENEZIA";"3";"Caccia";713128;342249;"277043";"140010";"216543";42067;"11230"
"VENETO";"VENEZIA";"2";"Obiezione di coscienza";713128;342249;"276842";"139911";"187823";67040;"14255"
"VENETO";"VENEZIA";"4";"Carriere dei magistrati";713128;342249;"275555";"139341";"211282";35363;"19398"
"VENETO";"VENEZIA";"5";"Ordine dei giornalisti";713128;342249;"274672";"138770";"166108";76757;"21993"
"VENETO";"VENEZIA";"6";"Incarichi extragiudiziari dei magistrati";713128;342249;"276029";"139576";"202472";29599;"16234"
"VENETO";"VENEZIA";"7";"Ministero per le politiche agricole";713128;342249;"275437";"139661";"180296";65778;"19352"
"VENETO";"VENEZIA";"1";"Privatizzazione";713128;342249;"275361";"139235";"188715";57966;"18957"
"PIEMONTE";"VERCELLI";"6";"Incarichi extragiudiziari dei magistrati";156992;74787;"60118";"30171";"44608";7131;"5989"
"PIEMONTE";"VERCELLI";"7";"Ministero per le politiche agricole";156992;74787;"59910";"30048";"36779";14829;"5940"
"PIEMONTE";"VERCELLI";"5";"Ordine dei giornalisti";156992;74787;"59857";"29990";"33535";16613;"7191"
"PIEMONTE";"VERCELLI";"4";"Carriere dei magistrati";156992;74787;"60056";"30145";"43574";7674;"6389"
"PIEMONTE";"VERCELLI";"3";"Caccia";156992;74787;"60062";"30108";"43452";10572;"4136"
"PIEMONTE";"VERCELLI";"2";"Obiezione di coscienza";156992;74787;"60178";"30181";"38411";14554;"5162"
"PIEMONTE";"VERCELLI";"1";"Privatizzazione";156992;74787;"60023";"30116";"40278";10884;"6403"
"VENETO";"VERONA";"2";"Obiezione di coscienza";670664;322090;"260317";"130011";"178071";62019;"14762"
"VENETO";"VERONA";"3";"Caccia";670664;322090;"259854";"129629";"201092";41493;"12133"
"VENETO";"VERONA";"4";"Carriere dei magistrati";670664;322090;"259386";"129593";"204539";28663;"19594"
"VENETO";"VERONA";"5";"Ordine dei giornalisti";670664;322090;"259187";"129921";"160076";68924;"22361"
"VENETO";"VERONA";"6";"Incarichi extragiudiziari dei magistrati";670664;322090;"259715";"129775";"209767";25652;"17284"
"VENETO";"VERONA";"7";"Ministero per le politiche agricole";670664;322090;"258403";"129034";"170924";61423;"19561"
"VENETO";"VERONA";"1";"Privatizzazione";670664;322090;"259243";"129528";"186485";46587;"19359"
"VENETO";"VICENZA";"1";"Privatizzazione";646362;312301;"222840";"111582";"159614";39687;"16924"
"VENETO";"VICENZA";"5";"Ordine dei giornalisti";646362;312301;"222023";"110997";"134599";60796;"20292"
"VENETO";"VICENZA";"7";"Ministero per le politiche agricole";646362;312301;"223044";"111153";"147770";51620;"16283"
"VENETO";"VICENZA";"6";"Incarichi extragiudiziari dei magistrati";646362;312301;"223562";"111906";"180330";22196;"14934"
"VENETO";"VICENZA";"3";"Caccia";646362;312301;"222587";"111188";"162183";45216;"9960"
"VENETO";"VICENZA";"2";"Obiezione di coscienza";646362;312301;"224145";"112108";"150516";55576;"12380"
"VENETO";"VICENZA";"4";"Carriere dei magistrati";646362;312301;"223288";"111799";"175964";24126;"16736"
"LAZIO";"VITERBO";"6";"Incarichi extragiudiziari dei magistrati";241482;116914;"67043";"34543";"50533";7345;"6491"
"LAZIO";"VITERBO";"7";"Ministero per le politiche agricole";241482;116914;"66588";"34240";"35320";21842;"6953"
"LAZIO";"VITERBO";"5";"Ordine dei giornalisti";241482;116914;"66644";"34280";"38339";17599;"8004"
"LAZIO";"VITERBO";"4";"Carriere dei magistrati";241482;116914;"66943";"34480";"48670";8528;"7093"
"LAZIO";"VITERBO";"3";"Caccia";241482;116914;"67038";"34436";"50437";10697;"3999"
"LAZIO";"VITERBO";"2";"Obiezione di coscienza";241482;116914;"67210";"34552";"41534";17383;"5946"
"LAZIO";"VITERBO";"1";"Privatizzazione";241482;116914;"66942";"34385";"42367";14108;"7641"
"FRIULI VENEZIA G.";"TRIESTE";"2";"Obiezione di coscienza";225310;103928;"72234";"35062";"48589";19190;"3196"
"FRIULI VENEZIA G.";"TRIESTE";"3";"Caccia";225310;103928;"72646";"35237";"60752";8381;"2378"
"FRIULI VENEZIA G.";"TRIESTE";"4";"Carriere dei magistrati";225310;103928;"71826";"34898";"57737";8028;"4509"
"FRIULI VENEZIA G.";"TRIESTE";"5";"Ordine dei giornalisti";225310;103928;"71378";"34657";"43785";20755;"5174"
"FRIULI VENEZIA G.";"TRIESTE";"6";"Incarichi extragiudiziari dei magistrati";225310;103928;"71976";"34989";"59341";7018;"3970"
"FRIULI VENEZIA G.";"TRIESTE";"7";"Ministero per le politiche agricole";225310;103928;"71369";"34668";"46020";18337;"5261"
"FRIULI VENEZIA G.";"TRIESTE";"1";"Privatizzazione";225310;103928;"71753";"34838";"50350";15357;"4395"
"FRIULI VENEZIA G.";"PORDENONE";"5";"Ordine dei giornalisti";255226;123220;"80718";"41080";"50380";21684;"6648"
"FRIULI VENEZIA G.";"PORDENONE";"4";"Carriere dei magistrati";255226;123220;"81238";"41356";"64905";8885;"5605"
"FRIULI VENEZIA G.";"PORDENONE";"6";"Incarichi extragiudiziari dei magistrati";255226;123220;"81350";"41416";"66546";8164;"4933"
"FRIULI VENEZIA G.";"PORDENONE";"2";"Obiezione di coscienza";255226;123220;"81465";"41444";"55791";20021;"4131"
"FRIULI VENEZIA G.";"PORDENONE";"7";"Ministero per le politiche agricole";255226;123220;"80815";"41125";"54209";19266;"5488"
"FRIULI VENEZIA G.";"PORDENONE";"1";"Privatizzazione";255226;123220;"81129";"41273";"59247";14575;"5349"
"FRIULI VENEZIA G.";"PORDENONE";"3";"Caccia";255226;123220;"81192";"41269";"62474";14072;"3254"
"MOLISE";"ISERNIA";"6";"Incarichi extragiudiziari dei magistrati";91326;44627;"21393";"11237";"14450";2946;"3120"
"MOLISE";"ISERNIA";"7";"Ministero per le politiche agricole";91326;44627;"21252";"11152";"10879";6534;"3125"
"MOLISE";"ISERNIA";"5";"Ordine dei giornalisti";91326;44627;"21363";"11214";"11377";5644;"3427"
"MOLISE";"ISERNIA";"4";"Carriere dei magistrati";91326;44627;"21383";"11231";"13987";3277;"3116"
"MOLISE";"ISERNIA";"3";"Caccia";91326;44627;"21447";"11273";"14984";3520;"2134"
"MOLISE";"ISERNIA";"2";"Obiezione di coscienza";91326;44627;"21475";"11294";"12662";5035;"2841"
"MOLISE";"ISERNIA";"1";"Privatizzazione";91326;44627;"21339";"11209";"12424";4725;"3201"
"SARDEGNA";"ORISTANO";"2";"Obiezione di coscienza";134641;66568;"29599";"14794";"17787";7716;"2456"
"SARDEGNA";"ORISTANO";"3";"Caccia";134641;66568;"29517";"14742";"21282";5620;"1602"
"SARDEGNA";"ORISTANO";"4";"Carriere dei magistrati";134641;66568;"29546";"14774";"20768";4465;"2962"
"SARDEGNA";"ORISTANO";"5";"Ordine dei giornalisti";134641;66568;"29480";"14733";"15749";9023;"3367"
"SARDEGNA";"ORISTANO";"6";"Incarichi extragiudiziari dei magistrati";134641;66568;"29567";"14795";"21595";3974;"2724"
"SARDEGNA";"ORISTANO";"7";"Ministero per le politiche agricole";134641;66568;"29481";"14731";"16332";8955;"2878"
"SARDEGNA";"ORISTANO";"1";"Privatizzazione";134641;66568;"29500";"14737";"18487";6457;"3112"
"PIEMONTE";"BIELLA";"6";"Incarichi extragiudiziari dei magistrati";166129;78302;"66923";"32911";"50745";7434;"6056"
"PIEMONTE";"BIELLA";"4";"Carriere dei magistrati";166129;78302;"66872";"32885";"49729";7882;"6381"
"PIEMONTE";"BIELLA";"7";"Ministero per le politiche agricole";166129;78302;"66756";"32818";"42537";15001;"6393"
"PIEMONTE";"BIELLA";"5";"Ordine dei giornalisti";166129;78302;"66586";"32730";"37774";18432;"7418"
"PIEMONTE";"BIELLA";"2";"Obiezione di coscienza";166129;78302;"67081";"32988";"43596";16179;"4892"
"PIEMONTE";"BIELLA";"1";"Privatizzazione";166129;78302;"66897";"32902";"46891";10921;"6232"
"PIEMONTE";"BIELLA";"3";"Caccia";166129;78302;"67028";"32938";"50173";10523;"4036"
"CALABRIA";"CROTONE";"2";"Obiezione di coscienza";146029;72045;"21730";"12022";"13058";5040;"2739"
"CALABRIA";"CROTONE";"3";"Caccia";146029;72045;"21739";"12035";"14967";3790;"2154"
"CALABRIA";"CROTONE";"4";"Carriere dei magistrati";146029;72045;"21708";"12023";"13951";3614;"3157"
"CALABRIA";"CROTONE";"5";"Ordine dei giornalisti";146029;72045;"21700";"12011";"11452";5952;"3287"
"CALABRIA";"CROTONE";"6";"Incarichi extragiudiziari dei magistrati";146029;72045;"21721";"12024";"14412";3283;"3043"
"CALABRIA";"CROTONE";"7";"Ministero per le politiche agricole";146029;72045;"21704";"12014";"11084";6538;"3070"
"CALABRIA";"CROTONE";"1";"Privatizzazione";146029;72045;"21714";"12027";"12519";4876;"3295"
"LOMBARDIA";"LECCO";"3";"Caccia";252280;120913;"86013";"42260";"63098";16443;"4558"
"LOMBARDIA";"LECCO";"7";"Ministero per le politiche agricole";252280;120913;"85627";"42130";"55334";20510;"6860"
"LOMBARDIA";"LECCO";"6";"Incarichi extragiudiziari dei magistrati";252280;120913;"86056";"42377";"66946";10002;"6271"
"LOMBARDIA";"LECCO";"4";"Carriere dei magistrati";252280;120913;"85972";"42335";"65722";11056;"6760"
"LOMBARDIA";"LECCO";"2";"Obiezione di coscienza";252280;120913;"86505";"42549";"57417";22134;"4975"
"LOMBARDIA";"LECCO";"1";"Privatizzazione";252280;120913;"85908";"42285";"59732";16909;"6773"
"LOMBARDIA";"LECCO";"5";"Ordine dei giornalisti";252280;120913;"85431";"42015";"48665";26012;"8030"
"LOMBARDIA";"LODI";"1";"Privatizzazione";160435;77205;"61815";"31074";"41330";12740;"5402"
"LOMBARDIA";"LODI";"2";"Obiezione di coscienza";160435;77205;"62070";"31192";"40917";14992;"4236"
"LOMBARDIA";"LODI";"3";"Caccia";160435;77205;"61783";"30999";"43157";12681;"4008"
"LOMBARDIA";"LODI";"4";"Carriere dei magistrati";160435;77205;"61868";"31090";"45635";8569;"5409"
"LOMBARDIA";"LODI";"5";"Ordine dei giornalisti";160435;77205;"61523";"30892";"34956";17983;"6175"
"LOMBARDIA";"LODI";"6";"Incarichi extragiudiziari dei magistrati";160435;77205;"61927";"31120";"46566";7964;"5221"
"LOMBARDIA";"LODI";"7";"Ministero per le politiche agricole";160435;77205;"61623";"30950";"38160";15454;"5550"
"TOSCANA";"PRATO";"7";"Ministero per le politiche agricole";185934;89615;"45689";"23052";"26793";13335;"3798"
"TOSCANA";"PRATO";"1";"Privatizzazione";185934;89615;"45988";"23249";"29859";10733;"3557"
"TOSCANA";"PRATO";"5";"Ordine dei giornalisti";185934;89615;"45760";"23127";"31792";9985;"2644"
"TOSCANA";"PRATO";"6";"Incarichi extragiudiziari dei magistrati";185934;89615;"45995";"23260";"35373";5601;"3082"
"TOSCANA";"PRATO";"4";"Carriere dei magistrati";185934;89615;"45923";"23224";"27550";12661;"3867"
"TOSCANA";"PRATO";"3";"Caccia";185934;89615;"45935";"23182";"34117";7094;"3098"
"TOSCANA";"PRATO";"2";"Obiezione di coscienza";185934;89615;"46331";"23424";"30531";11982;"2453"
"EMILIA-ROMAGNA";"RIMINI";"7";"Ministero per le politiche agricole";228168;109904;"68740";"35058";"42094";19066;"5608"
"EMILIA-ROMAGNA";"RIMINI";"1";"Privatizzazione";228168;109904;"69007";"35206";"46771";14842;"5343"
"EMILIA-ROMAGNA";"RIMINI";"2";"Obiezione di coscienza";228168;109904;"69510";"35470";"48080";16083;"3697"
"EMILIA-ROMAGNA";"RIMINI";"3";"Caccia";228168;109904;"69137";"35216";"53523";10949;"3121"
"EMILIA-ROMAGNA";"RIMINI";"4";"Carriere dei magistrati";228168;109904;"69056";"35245";"53192";8572;"5314"
"EMILIA-ROMAGNA";"RIMINI";"5";"Ordine dei giornalisti";228168;109904;"68748";"35059";"39549";21202;"5985"
